ID,IDCanton,Nombre
813,33,"Santa Rosa (Chimurria Arriba)                     "
814,33,"Villanueva                                        "
815,33,"Porvenir                                          "
816,33,"Nazareth                                          "
817,33,"Moreno Cañas                                      "
818,33,"Colonia Blanca                                    "
819,33,"Llano Azul                                        "
820,33,"San Rafael O Chimurria Abajo                      "
821,33,"Cartagos Sur                                      "
822,33,"Quebradon                                         "
823,33,"Las Armenias                                      "
824,33,"Cartagos Norte                                    "
825,33,"America                                           "
826,33,"Betania                                           "
827,33,"Progreso                                          "
828,33,"El Salto                                          "
829,33,"Las Flores                                        "
830,33,"Rio Negro                                         "
831,33,"Higueron                                          "
832,34,"Los Chiles                                        "
833,34,"Arco Iris                                         "
834,34,"Caño Negro                                        "
835,34,"San Jose Del Amparo                               "
836,34,"Porvenir De San Jorge                             "
837,34,"Medio Queso                                       "
838,34,"Veracruz                                          "
839,34,"El Cachito                                        "
840,34,"Santa Elena De Isla Chica                         "
841,34,"Coquital                                          "
842,34,"Montealegre                                       "
843,34,"Vasconia                                          "
844,34,"Los Lirios                                        "
845,34,"San Jorge                                         "
846,34,"Pavon                                             "
847,34,"El Parque                                         "
848,34,"Cobano                                            "
849,34,"Cristo Rey                                        "
850,34,"La Urraca                                         "
851,34,"La Union                                          "
852,35,"San Rafael                                        "
853,35,"Patastillo Abajo                                  "
854,35,"Margarita                                         "
855,35,"Buenavista (San Jose)                             "
856,35,"Cabanga De Cote (Pueblo Nuevo)                    "
857,35,"Pataste                                           "
858,35,"Maquencal O Palmital                              "
859,35,"Tonjibe                                           "
860,35,"Santa Fe                                          "
861,35,"Tiales                                            "
862,35,"Katira                                            "
863,35,"Rio Celeste                                       "
864,35,"Monico                                            "
865,35,"El Valle                                          "
866,35,"La Garita                                         "
867,35,"Silencio                                          "
868,36,"Occidental                                        "
869,36,"Oriental                                          "
870,36,"El Carmen                                         "
871,36,"San Nicolas                                       "
872,36,"San Francisco                                     "
873,36,"Lourdes                                           "
874,36,"Guadalupe (Arenilla)                              "
875,36,"Quebradilla                                       "
876,36,"Bermejo                                           "
877,36,"Copalchi                                          "
878,36,"Corralillo                                        "
879,36,"San Juan Norte                                    "
880,36,"San Juan Sur                                      "
881,36,"Santa Elena Arriba                                "
882,36,"Llano De Los Angeles                              "
883,36,"San Antonio                                       "
884,36,"Tierra Blanca                                     "
885,36,"Dulce Nombre                                      "
886,36,"Navarro                                           "
887,36,"Llano Grande                                      "
888,36,"San Isidro O El Alumbre                           "
889,36,"Rio Conejo                                        "
890,36,"Alto De Ochomogo                                  "
891,36,"La Lima                                           "
892,36,"Quircot                                           "
893,36,"Azahar (Penjamo)                                  "
894,36,"Pitahaya                                          "
895,36,"Caballo Blanco (Sur Carretera)                    "
896,36,"San Blas                                          "
897,36,"Polvora O Loyola                                  "
898,36,"Manuel De Jesus Jimenez                           "
899,36,"C.P. San Francisco                                "
900,36,"H.A. Asilo De La Vejez                            "
901,36,"Loma Larga                                        "
902,36,"C.P. Las Mercedes                                 "
903,37,"Paraiso                                           "
904,37,"Birrisito                                         "
905,37,"Santiago                                          "
906,37,"El Yas                                            "
907,37,"Orosi                                             "
908,37,"Rio Macho                                         "
909,37,"Palomo                                            "
910,37,"Purisil                                           "
911,37,"Cachi                                             "
912,37,"Urasca                                            "
913,37,"La Flor                                           "
914,37,"La Loaiza                                         "
915,37,"Ujarras                                           "
916,37,"Ajenjal                                           "
917,37,"Alto De Araya                                     "
918,37,"San Jeronimo O Guatuso                            "
919,37,"San Miguel O Hamaca (Parte Oeste)                 "
920,37,"Lapuente                                          "
921,37,"Llanos De Santa Lucia                             "
922,38,"Tres Rios                                         "
923,38,"San Diego                                         "
924,38,"Rio Azul                                          "
925,38,"San Juan                                          "
926,38,"San Rafael                                        "
927,38,"Concepcion                                        "
928,38,"Dulce Nombre                                      "
929,38,"San Ramon                                         "
930,38,"Santiago Del Monte                                "
931,38,"Quebrada De Fierro                                "
932,38,"Salitrillo                                        "
933,38,"Rincon Mesen Este                                 "
934,38,"San Vicente                                       "
935,38,"El Carmen                                         "
936,38,"Villas De Ayarco                                  "
937,38,"Yerbabuena                                        "
938,38,"Linda Vista                                       "
939,38,"San Francisco                                     "
940,38,"La Cima (Parte Oeste)                             "
941,39,"Juan Viñas                                        "
942,39,"Alto Victoria                                     "
943,39,"Santa Marta                                       "
944,39,"El Naranjo                                        "
945,39,"Tucurrique                                        "
946,39,"Pejibaye                                          "
947,39,"Sabanilla                                         "
948,39,"Oriente                                           "
949,39,"La Gloria                                         "
950,39,"San Martin                                        "
951,39,"Humo                                              "
952,39,"Las Vueltas                                       "
953,40,"Turrialba                                         "
954,40,"El Poro                                           "
955,40,"Aquiares O La Isla                                "
956,40,"San Juan Norte                                    "
957,40,"San Juan Sur                                      "
958,40,"Las Americas                                      "
959,40,"Florencia                                         "
960,40,"El Mora                                           "
961,40,"Santa Rosa                                        "
962,40,"Colorado                                          "
963,40,"Tuis                                              "
964,40,"Pacayitas                                         "
965,40,"La Suiza                                          "
966,40,"San Joaquin (Cabeza De Buey)                      "
967,40,"Atirro                                            "
968,40,"Grano De Oro O Xara                               "
969,40,"Platanillo                                        "
970,40,"Peralta                                           "
971,40,"La Flor De Tres Equis                             "
972,40,"Bonilla Arriba                                    "
973,40,"Pavones                                           "
974,40,"Sitio De Mata                                     "
975,40,"Chitaria                                          "
976,40,"Santa Cruz                                        "
977,40,"La Pastora                                        "
978,40,"San Martin                                        "
979,40,"San Antonio                                       "
980,40,"Torito Arriba O Norte                             "
981,40,"Santa Teresita (Lajas)                            "
982,40,"Colonia Guayabo                                   "
983,40,"Tres Equis                                        "
984,40,"Mollejones                                        "
985,40,"Esmeralda                                         "
986,40,"Recreo                                            "
987,40,"El Volcan                                         "
988,40,"Cimarrones                                        "
989,40,"Palomo                                            "
990,40,"Eslabon                                           "
991,40,"Cien Manzanas                                     "
992,40,"Bajo Pacuare O Sur                                "
993,40,"Verbena Norte                                     "
994,40,"San Ramon                                         "
995,40,"Jabillos                                          "
996,40,"Calle Vargas                                      "
997,40,"Alto Varal                                        "
998,40,"Nochebuena                                        "
999,40,"Carmen                                            "
1000,40,"San Vicente                                       "
